"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","점포구분명"
"3140000","2020314016707500002","20200529","","01","영업/정상","5","영업개시전","","","","","0226433209","2734.89","","서울특별시 양천구 목동 966번지 목동에버하임","서울특별시 양천구 목동중앙북로 68 (목동, 목동에버하임)","07948","목동에버하임","2020-05-29 09:20:09","I","2020-05-31 00:23:29.0","그 밖의 대규모점포","","","대규모점포"
"3150000","2017315018607500001","20170330","","01","영업/정상","1","정상영업","","","","","02-3665-7661","0","","서울특별시 강서구 가양동 54번지 5호","서울특별시 강서구 양천로 410 (가양동)","07573","노브랜드 강서가양점","2019-01-22 11:08:38","I","2019-01-24 02:20:58.0","구분없음","186374.463682775    ","451431.251130887    ","준대규모점포"
"3150000","2017315018607500002","20170617","","01","영업/정상","1","정상영업","","","","","02-2039-8337","0","","서울특별시 강서구 마곡동 759번지 마곡센트럴타워Ⅱ","서울특별시 강서구 마곡서로 158, 마곡센트럴타워Ⅱ 103~110, 118, 119호 (마곡동)","07788","이마트에브리데이 마곡점","2019-01-22 11:23:35","I","2019-01-24 02:20:58.0","구분없음","184498              ","451786              ","준대규모점포"
"3150000","2017315018607500003","20170814","","01","영업/정상","1","정상영업","","","","","02-3664-6600","0","","서울특별시 강서구 마곡동 776번지 2호 마곡센트럴대방디엠시티오피스텔","서울특별시 강서구 양천로 344, 마곡센트럴대방디엠시티오피스텔 121-1,2호 (마곡동)","07791","롯데쇼핑㈜ 마켓999 양천향교역가맹점","2019-01-22 13:16:25","I","2019-01-24 02:20:58.0","구분없음","185798              ","451778              ","준대규모점포"
"3150000","2017315018607500004","20171011","","01","영업/정상","1","정상영업","","","","","02-2063-3690","0","","서울특별시 강서구 가양동 1458번지 9호 동남빌딩","서울특별시 강서구 허준로 16-12, 동남빌딩 (가양동)","07529","㈜이마트에브리데이 양천향교역점","2019-01-22 13:23:37","I","2019-01-24 02:20:58.0","구분없음","186080.902016621    ","451971.178722228    ","준대규모점포"
"3150000","2018315018607500001","20180730","","01","영업/정상","1","정상영업","","","","","02-2667-0151","0","","서울특별시 강서구 마곡동 768번지 2호 동익드미라벨복합빌딩","서울특별시 강서구 마곡서로 101, 동익드미라벨복합빌딩 (마곡동)","07798","노브랜드 강서마곡점","2020-03-19 11:12:09","U","2020-03-21 02:40:00.0","구분없음","184386              ","451226              ","준대규모점포"
"3150000","2012315014507500002","20120312","","01","영업/정상","1","정상영업","","","","","000222813651","317","","","서울특별시 강서구 화곡로 274 (화곡동, 외4필지 크라운뷰 1층 104~109)","157915","(주)이마트에브리데이 화곡동점","2021-05-06 17:59:16","U","2021-05-08 02:40:00.0","그 밖의 대규모점포","186456.187657133    ","449645.45192818     ","준대규모점포"
"3150000","2011315012307500007","20111005","","01","영업/정상","1","정상영업","","","","","000226915601","117","157922","서울특별시 강서구 화곡3동 1051번지 27호","서울특별시 강서구 강서로 179 (화곡동)","157010","롯데쇼핑(주)롯데슈퍼화곡3동점","2017-04-27 09:26:28","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","185731.051239902    ","448913.76093431     ","준대규모점포"
"3150000","2004315010007500001","20040219","","02","휴업","2","휴업처리","","","","","0226622751","","","서울특별시 강서구 방화동 620호   ","","","(주)공항시장","2007-07-14 13:55:24","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3150000","2011315012307500002","20110701","","01","영업/정상","1","정상영업","","","","","02-2065-8534","236","157924","서울특별시 강서구 화곡3동 1065번지 8호","서울특별시 강서구 화곡로 153 (화곡동)","157924","홈플러스(주) 익스프레스 화곡점","2021-06-09 11:17:57","U","2021-06-11 02:40:00.0","그 밖의 대규모점포","185681.122656637    ","448813.441620263    ","준대규모점포"
"3150000","1999315010007500001","19700820","","01","영업/정상","1","정상영업","","","","","02  26622751","2702","","서울특별시 강서구 방화동 620호","","","(주)공항시장","2013-05-01 09:03:04","I","2018-08-31 23:59:59.0","시장","","","대규모점포"
"3150000","2004315010007500033","19991228","","03","폐업","3","폐업처리","20220927","","","","02 2101 1053","17262.29","","서울특별시 강서구 가양동 449번지 19  호","서울특별시 양천로 559 (가양이마트(E-MART))","157804","(주)이마트 가양점","2022-09-27 15:44:47","U","2021-12-08 22:09:00.0","대형마트","187761.194273879","450640.214509068",""
"3150000","2005315010007500002","20050907","","01","영업/정상","1","정상영업","","","","","0226631978","5163.3","157847","서울특별시 강서구 방화동 567번지 4호","서울특별시 강서구 방화동로 126 (방화동)","157847","삼정프라자","2014-09-29 10:40:19","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","183315.556652953    ","452204.165533971    ","대규모점포"
"3150000","2013315014507500001","20130617","","01","영업/정상","1","정상영업","","","","","02-2605-3334","3385.1","157925","서울특별시 강서구 화곡1동 1071번지 19호","서울특별시 강서구 화곡로18길 24 (화곡동, 강서 뉴타워)","157925","강서 뉴타워","2019-10-23 09:16:34","U","2019-10-25 02:40:00.0","그 밖의 대규모점포","185384.322720871    ","448552.124723353    ","대규모점포"
"3150000","2015315016607500001","20150323","","01","영업/정상","1","정상영업","","","","","02-3665-7255","286.2","157861","서울특별시 강서구 염창동 249번지 8호 1층","서울특별시 강서구 양천로 687, 1층 (염창동)","157861","(주)지에스리테일 염창점","2016-02-17 16:52:25","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","188680.48304204     ","449829.694259357    ","준대규모점포"
"3150000","2009315012307500001","20090305","","01","영업/정상","1","정상영업","","","","","2602-2801","3378.74","157835","서울특별시 강서구 내발산동 719번지 6호","서울특별시 강서구 강서로 267 (내발산동)","157835","송화시장","2014-09-26 19:26:13","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","185431.066605778    ","449714.813765198    ","대규모점포"
"3150000","2006315010007500002","20060519","","01","영업/정상","1","정상영업","","","","","000236636562","3563","","서울특별시 강서구 염창동 264번지 18호","서울특별시 강서구 공항대로71길 49 (염창동)","157861","스페이스프라자","2012-07-17 13:11:32","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","188692.033242329    ","449699.83258499     ","대규모점포"
"3150000","2012315014507500007","20120410","","01","영업/정상","1","정상영업","","","","","0002-2698-8550","244.6","157914","서울특별시 강서구 화곡동 970번지 2호","서울특별시 강서구 까치산로 106 (화곡동)","157914","홈플러스익스프레스 화곡2점","2017-11-16 09:47:16","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","186614.431263557    ","449481.253638067    ","준대규모점포"
"3150000","1987315016607500006","19871030","","03","폐업","3","폐업처리","20221004","","","","02-2602-5757","1568","","서울특별시 강서구 화곡동 370번지 76호","서울특별시 강서구 월정로30길 69 (화곡동)","07765","화곡중앙시장","2022-10-04 15:31:32","U","2021-10-31 00:06:00.0","시장","185745.73257287","448140.292711073",""
"3150000","2002315007407500001","20020801","","02","휴업","2","휴업처리","","","","","","0","","서울특별시 강서구 방화동 567번지 4호   ","","","방신종합시장 재건축조합","2007-07-14 13:55:24","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","183315.556652953    ","452204.165533971    ",""
"3150000","2000315010007500001","20001006","","02","휴업","2","휴업처리","","","","","0236649400","0","","서울특별시 강서구 가양동 18번지 24호   ","","","(주)이랜드리테일홈에버가양점","2007-07-14 13:55:24","I","2018-08-31 23:59:59.0","쇼핑센터","186687.131804431    ","451342.773451086    ",""
"3150000","2008315012307500001","2008-10-31","","01","영업/정상","1","정상영업","","","","","02-2063-2080","10037","157-202","서울특별시 강서구 가양동 18번지 24호","서울특별시 강서구 양천로 431 (가양동, 홈플러스)","157-800","홈플러스(주) 가양점","2024-02-29 08:58:52","U","2023-12-03 00:02:00.0","대형마트","186687.131804431","451342.773451086",""
"3150000","2012315014507500003","20120329","","03","폐업","3","폐업처리","20211112","","","","000226595601","476","157863","서울특별시 강서구 염창동 267번지 22호","서울특별시 강서구 공항대로59다길 101 (염창동)","157863","롯데쇼핑(주)롯데슈퍼 염창2점","2022-01-19 09:16:04","U","2022-01-21 02:40:00.0","그 밖의 대규모점포","188320.272052969    ","449937.289956105    ","준대규모점포"
"3150000","2012315014507500001","20120312","","03","폐업","3","폐업처리","20120730","","","","000226623651","330","","","서울특별시 강서구 강서로 287, 1층 (내발산동, 호경빌딩)","157833","(주)에브리데이리테일 발산동점","2012-09-20 17:49:47","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","185508.99521600000  ","450225.17579600000  ","준대규모점포"
"3150000","2011315012307500004","20110819","","03","폐업","3","폐업처리","20120727","","","","000026666606","410","157851","서울특별시 강서구 방화2동 589번지 21호","","","GS수퍼마켓 강서방화점","2012-07-30 16:31:04","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","183124.298223484    ","451762.949220308    ","준대규모점포"
"3150000","2012315014507500004","20120329","","03","폐업","3","폐업처리","20140822","","","","000236625605","348.4","157040","서울특별시 강서구 염창동 75번지 8호","서울특별시 강서구 양천로67길 99 (염창동)","157859","롯데쇼핑(주)롯데슈퍼 염창점","2014-09-19 19:53:49","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","188564.428051183    ","450381.673344615    ","준대규모점포"
"3150000","2004315010007500035","19991216","","03","폐업","3","폐업처리","20120201","","","","0226572126","8762","","서울특별시 강서구 등촌동 678번지 14호","","","그랜드백화점(주)마트강서점","2012-02-10 10:47:31","I","2018-08-31 23:59:59.0","대형마트","185732.424363656    ","450884.528795882    ","대규모점포"
"3150000","2014315014507500001","20030403","","03","폐업","3","폐업처리","20160401","","","20030403","02-6343-5000","15317","157220","서울특별시 강서구 방화동 712번지 1호","서울특별시 강서구 하늘길 38 (방화동)","157220","테크노스카이시티","2016-04-01 14:21:24","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","182735.786874703    ","451591.610813727    ","대규모점포"
"3150000","2014315014507500002","20021025","","03","폐업","3","폐업처리","20180201","","","","3663-4314","3011.65","","서울특별시 강서구 등촌동 685번지","서울특별시 강서구  강서로68길  23 (등촌동)","","대지종합유통물류시장","2018-02-02 15:10:42","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","185994.964119824    ","451596.45849391     ","대규모점포"
"3150000","2010315012307500001","20030123","","03","폐업","3","폐업처리","20141016","","","","000221661052","18461.49","157823","서울특별시 강서구 과해동 676번지","서울특별시 강서구 하늘길 70 (공항동, (주)이마트 공항점)","157812","(주)이마트 공항점","2014-12-01 16:08:47","I","2018-08-31 23:59:59.0","대형마트","182141.205465089    ","451078.47991        ","대규모점포"
"3150000","2010315012307500002","20100415","","03","폐업","3","폐업처리","20181226","","","","02-2169-8000","17623.04","157030","서울특별시 강서구 등촌동 73번지 1호 외 3필지","","","아름다운아울렛","2018-12-27 17:19:43","U","2018-12-29 02:40:00.0","전문점","186966.036176588    ","451047.287263879    ","대규모점포"
"3160000","1993316007107500003","19930527","","01","영업/정상","1","정상영업","","","","","0226198068","","","서울특별시 구로구 고척동 269번지 1   호   ","","","개봉프라자","2007-07-07 09:54:17","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
"3160000","1994316007107500024","19940330","","01","영업/정상","1","정상영업","","","","","02 6346460","","","서울특별시 구로구 구로동 614번지 33  호   ","","","라이프공구종합상가","2007-07-07 09:54:17","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","","",""
